,sentence,intent
566,faggots orioles petty fuck got swept outta bitch,Offensive
567,ghetto ass bands gets snuck,Offensive
568,division trash saints gon win nfc south watch,Neither
569,fans waited bitch niggas hated old hoes dated look mama,Offensive
570,ghetto motherfuckers missy elliott,Offensive
571,recipe calls leftover brownie hell leftover brownie brownie eaten yet,Neither
572,ratchet broads represent white ass talk trash cause racist shit black,Offensive
573,trust noneeee bitch,Offensive
574,twitter twitter bitch twitter lif,Offensive
575,two roads diverged yellow wood chose one j tunheimr robe frost gi,Neither
576,u got k bitch nigga al haymon antonio tarv,Offensive
577,uh uh empty hea empty bottle yellow cab would like catch cuz yo latest ex made u mad,Offensive
578,used girlfriend got hoes lookin good girl fuckin low,Offensive
579,virgin pussy regular pussy oomf pussi,Offensive
580,whaaaaaat lmaooo luv u fat bitches cuz got big ole titties phat booti,Offensive
581,walked bitch like nigga mad,Offensive
582,hate niggers hate faggots hate spics kkk r,Hate
583,queer hut like butt,Hate
584,well bitch biology said,Offensive
585,gotta repo spam  sbaby life ladies  head game better pussi,Offensive
586,im done hoe pass squad g,Offensive
587,fuck callin jiggaboo nigga,Hate
588,people think gay marriage okay beyond sorry want future son seeing fags walking street holding hand,Hate
589,u little bitch chris six bitch allisons mom,Offensive
590,would want play pussy dead,Offensive
591,would wanna green ranger evil duh bitch,Offensive
592,would want pussy side burns thats good question ung hahahahaha,Offensive
593,shank bitch cevich,Offensive
594,work gets rough days hahaha,Offensive
595,wow bitch yes already established anything else say,Offensive
596,forget brand new baby girl home bitch cookies burn,Offensive
597,yah said word mtzra ym egyptians people ysrah al inheritance kushite ethiopian,Neither
598,yaoooooooo mawnin yardi,Neither
599,yo bitch horn tryna shoot porn shi wohy toni,Offensive
600,yo sublet pussi,Offensive
601,yo feet smell like puss whut like flowers bitch omg,Offensive
602,yo mama bitch  one sentence ended relationship,Offensive
603,gunna shit spear chuck,Hate
604,bitch favorite response long text,Offensive
605,yo boys pussy cat,Offensive
606,cunt,Offensive
607,pull pussy dodge collect panties alright stormy jak,Offensive
608,take someone ghetto take ghetto,Offensive
609,like us colored folks colored white fuck,Offensive
610,got hella ho,Offensive
611,hit lights line toco bell morning diana back house miracle charli,Neither
612,look cute today really helll swerve ho,Offensive
613,look like little birds help get dressed morn,Neither
614,ol trout mouth ass bitch deeeeaaaadd,Hate
615,talk like fag shit retarded cool scro lot tards living total kick ass l,Offensive
616,took land could make retarded diapers sure use image cool,Offensive
617,garden rose bitch we,Offensive
618,fucked shit dumb ass cunt go post pictures flat ass titties ig slut,Offensive
619,queer,Offensive
620,homeboy looking bad giving cash ho,Offensive
621,teeth like stars aww thanks yeah yellow far away,Neither
622,yup fuck em playing like trash  sbaby life clippers wanna play lol,Offensive
623,time hoes get lol ariana mom says us,Offensive
624,bitch,Offensive
625,ayo even kill handicapped crippled bitches look scalp real close see triple six,Hate
626,bitch freak shit,Offensive
627,bitch vagina little resili,Offensive
628,love nah bitch lov,Offensive
629,pussy root drama attribute put head mama,Offensive
630,call keyshawn johnson cause im catchin erry ho,Offensive
631,captain save hoe annoying phras,Offensive
632,day judgement everybody gonna looking big jumbotron watching fuck majjinn buu bitch,Offensive
633,let side bitch settle might headbutt evelyn,Offensive
634,dont show bitch unless look like dolly paon,Offensive
635,fuck pussy ass hater go suck dick die quick someone youtube comments think good friend,Hate
636,hick raver venn diagram large intersect,Neither
637,hoes suck dick cus look like john stockton hit em wit choppa luke fatherrr,Offensive
638,wasnt work place id deck aye fucking right give tyson combo nd end uppercut shut fuck bitch,Offensive
639,suck dick dip keeper true redneck woman kim dad,Offensive
640,im gonna rip bitch apa rip apa lol,Offensive
641,britney bitch bible leviticus,Offensive
642,niggas bitches bitch ass niggas dike ass hoes black ass bright ass hoes fag tags scally wag,Offensive
643,pussy tryna go studio call mufuckin crib like god yo word god buss yo shit god word,Offensive
644,oh ya hoes think cute skin tight cat suits assuming bodies boomin disput,Offensive
645,omg bitch fucking stupid swear blah blah blah week later omg ilysm bae ur best friend swear,Offensive
646,way fuck bitch name lord mr rac,Hate
647,poor whitey,Hate
648,riding bros still trust ho,Offensive
649,weekends going fabulous naa man seeing nae cunt koed seconds flat hate u,Offensive
650,whatever good one abraham lincoln quote yall ho,Offensive
651,guys say latinas gt mean kim kardashian looking girls bitches shaped like mini fridge amp smell like toilla,Offensive
652,rappers say twat makes feel weird,Neither
653,better pipe pussy lmao wth even mean,Offensive
654,fucking pussy even beat dick angry youtube com,Offensive
655,cunt right,Offensive
656,son bitch moment rains forget car window,Offensive
657,thingsthatgetsonmynerves needy hoes ratchet hoes sideline hoes beggin hoes dumb hoes looking love facebook ho,Offensive
658,get hit bitch campus w,Offensive
659,personidbitchslap fa blowin tl like bitches spare tire leavin dairy queen,Offensive
660,faves  much fun charlie wilson tribut,Neither
661,taughtme pussy feel,Offensive
662,wordsaftersex pussy bitch,Offensive
663,lot rain bad enough wash away teabagger racist white trash st,Hate
664,gets million retweets cant even get bitch text back,Offensive
665,bitches wet lmmfao,Offensive
666,still calling community organizer well still wel,Offensive
667,pussi,Offensive
668,embarrassed charlie rangel remains caucus,Neither
669,bass bitches bitches dick fishes dock,Offensive
670,ap calls mass governor race charlie baker watch live coverage wcvb streaming onlin,Neither
671,ya bitch fruit loop,Offensive
672,becomes real bitch way way taller bar designed holy back pain,Offensive
673,bitches love sosa,Offensive
674,made gay couple yes gop world bird would existed since creators would jail sodomi,Neither
675,nite pure passion doors open watching game bitch,Offensive
676,amos two walk together except agre,Neither
677,amos hate one upholds justice cou detest one tells truth,Neither
678,head sole feet,Neither
679,matthew look birds air yet heavenly father feeds much valu,Neither
680,happy belated sixty fifth bihday aunt mary agn,Neither
681,gocrazy disshit hungrier phat ho diet ig,Offensive
682,fi shoots bean bag rounds guy hus like bitch,Offensive
683,full white trash,Hate
684,full white trash mov,Hate
685,yeah gt know feels knowing phones quit whining lik,Offensive
686,kissing ass fight god otherwise might fucking dead gt,Offensive
687,uou ghetto,Neither
688,bitches another great win ilove team,Offensive
689,whip crack,Offensive
690,trash non europeans allowed l,Hate
691,possibly tucking penis bitch got man boob,Offensive
692,easier way get pussy w sacrificing man hood best dont include losing ur self respect,Offensive
693,fuckin around gt got blessed jesus next fake ass text gt,Offensive
694,card gt french muslim retard gt expect demand child bride yard cuz got man dick gt,Offensive
695,bitch walks back words gt witch questions turd gt glitch evolves absurd,Offensive
696,knows words gt bo jingo dangle fan slang ho ting pang lick drum swing flick alarm bic gt hear fir,Offensive
697,sniffs whiffy balls involuntary cuz fairy walks downtown hairy scary sense hillbilly sneeze gt,Neither
698,lifelong man miss,Neither
699,farmers white trash,Hate
700,people live outside white trash,Hate
701,kansas c,Neither
702,great thought panic bird flu bad really got tim,Neither
703,great metaphor policies eat vital organs host di,Neither
704,boy monkey tail grows savior futuristic yet old eah,Neither
705,kanye best good piece pussy fuck,Offensive
706,females tweet dayum day r hoes need attent,Offensive
707,worse jig convinc,Neither
708,root royals octob,Neither
709,trending cus french montana bitch ass fucks think selling drugs cool lamest pos,Offensive
710,bitch going mo week,Offensive
711,hoe get traphouseeeeeee,Offensive
712,isaiah mom asked wanted brownie said thanks said fast,Neither
713,shy glizzy feat plies free tha gang,Neither
714,would never thought shar,Neither
715,hate sound callous lot wors,Neither
716,one bad bitch wanna mess impact,Offensive
717,happy fall pumpkin spice oreo,Neither
718,opening serving free samples cider vegan sliders browni,Neither
719,joshua every place sole foot shall tread upon given unto said unto mos,Neither
720,middle school hoes used call mandingo warrior,Offensive
721,ratchet ho,Offensive
722,hoes find relationship instead ruining oth,Offensive
723,wise rino pussies real leaders like rand cruz lee bachmann etc actually exist fight go hom,Offensive
724,straight nation soccer champions wow,Neither
725,make honorary student id way cooler international students football card,Neither
726,best prostitute madam ever hey got pussy broke right lmao jk,Offensive
727,eat da pussy better lesbian,Offensive
728,fat hell band faggot thank god played spos th grade didnt stay band,Offensive
729,right lot right nomg,Neither
730,haha fuckin retarded commies hunter biden loves snoin pygmie fairy dust,Offensive
731,full white trash,Hate
732,gov troops handed severe defeat saqlawiya chatter soldiers lost amp jihadis rav,Neither
733,straight gt killed gt,Hate
734,lol thots like  great thing bitches off,Offensive
735,niccas tryn talk lik,Offensive
736,hoes thinkin bad even tell bitch calm u averag,Offensive
737,u better cook clean bitch ill give u money cleanin dishes makin pl,Offensive
738,full white trash,Hate
739,spanish bitches suck dick babies already fine dressing slutti,Offensive
740,q u e e n reminded still get janelle monae perplexed people think qu,Offensive
741,centuries fob,Neither
742,sure celebrate billion bird deaths blame fuckin,Offensive
743,okay going say comb yer beard,Neither
744,bt feat tori amos blue skies radio edit thearrow,Neither
745,great white bitten twice shy thearrow,Neither
746,ian hunter bitten twice shy thearrow,Neither
747,doors wasp texas radio big beat thearrow,Neither
748,yeah kno pussy whipped nigga putting r,Offensive
749,bitch running hundred meter dash niqqa whos actually taking time walking amp u still get kil,Offensive
750,november th get early bird ticket,Neither
751,road perfect way continue finish,Neither
752,valerie jarrett control reflex bitch slap,Offensive
753,little brother hate admit knows still lil bitch though fuck,Offensive
754,bitches gon breast feed wit nipple r,Offensive
755,slapping hoe tuh solve something ima leave alone never usually listen,Offensive
756,covington reads responses amp mocks fbi andy real politics liv awakening gretchen,Neither
757,bitch,Offensive
758,still bitch got one wrong women fans livid,Offensive
759,u talkin nig smashed da homi,Hate
760,hoe stop focusing sucking dick focus getting rich,Offensive
761,sharing gt hogging like fuckin gasbag son bitch,Offensive
762,using actual woman genetic engineering lab natural clones someth,Hate
763,focus knocked last year hatred um teen years lol,Neither
764,dcyoungfly diymoney damn bitch bab big,Offensive
765,fantastic ready tomorrow sweep disposed ever except month,Neither
766,milwaukee let yost go wished cause suck guy win lose yankees fire girardi yost,Neither
767,charlie lapd,Neither
768,fairy queen nomg gt fucked panti,Offensive
769,everybody follow nicca,Offensive
770,nicca,Offensive
771,nicca,Offensive
772,exit nicca,Offensive
773,gt  niggahs telling hoes talking get,Offensive
774,trash,Neither
775,alls niggers wanna fuck tweet drink pineapple soda day,Hate
776,asian black hawaiian gay retarded drunk,Hate
777,full white trash,Hate
778,pussy n z ay tried tell n z,Offensive
779,cases west nile virus infections repoed orange county year dead birds found carrying virus,Neither
780,love forever ling l,Neither
781,nicca,Neither
782,david charlie brown,Neither
783,son bitch moment finally get bed bladder decides time piss,Offensive
784,son bitch moment turn radio favorite song end song,Offensive
785,son bitch moment walking house dark stub little toe wal,Offensive
786,leave car windows rains car looks like hurricane katrina ran bitch,Offensive
787,people never happy bitch n moan tim,Offensive
788,play deez niggas n bitches dat snak,Hate
